Name,Birthname,Gender,Date of Birth,Place of Birth,Timezone,Data Source,Rodden Rating,Collector,Sun Position,Moon Position,Asc pos,Career 
"Waals, Anton van der",Antonius van der Waals,M,11 October 1912 at 06:00(= 06:00 AM ),"Rotterdam, Netherlands,51n55,  4e29",LST m4e53 (is standard time),BC/BR in hand,AA,Astrodienst,17°32,26°17,13°21, Law 
"Waals, Johannes van der","Waals, Johannes Diderik van der",M,23 November 1837 at 00:30(= 12:30 AM ),"Leiden, Netherlands,52n10,  4e30",LMT m4e30 (is local mean time),BC/BR in hand,AA,Scholfield,00°33,00°24,15°31, Science 
"Waals, Johannes van der Jr.",Johannes Diderik van der Waals Jr,M,7 August 1873 at 12:00(= 12:00 noon ),"Den Haag, Netherlands,52n05,  4e19",LMT m4e19 (is local mean time),BC/BR in hand,AA,Gauquelin,14°58,29°35,02°07, Education 
"Waardenburg, Petrus Johannes",,M,3 June 1886 at 17:30(= 5:30 PM ),"Meppel, Netherlands,52n42,  6e11",LMT m6e11 (is local mean time),BC/BR in hand,AA,Scholfield,12°59,28°01,14°35, Education 
"Waart, Alfred de",,M,12 October 1888 at 17:30(= 5:30 PM ),"The Hague, Netherlands,52n06,  4e18",LMT m4e18 (is local mean time),Quoted BC/BR,AA,Gauquelin,19°48,25°58,02°59, Education 
"Waay, Nicolaas van der",,M,15 October 1855 at 04:00(= 04:00 AM ),"Amsterdam, Netherlands,52n22,  4e54",LST m4e53 (is standard time),BC/BR in hand,AA,Scholfield,21°14,07°39,25°13, Art 
"Wabner, Gustavo",Gustavo Wabner dos Santos,M,23 August 1975 at 19:00(= 7:00 PM ),"Porto Alegre (Rio Grande do Sul), Brazil,30s0159,  51w1348",-03 h3w (is standard time),BC/BR in hand,AA,Scholfield,00°09,23°04,12°54, Entertainment 
"Wachholder, Kurt",Kurt Otto Eduard Wachholder,M,23 March 1893 at 15:00(= 3:00 PM ),"Oberhausen (Nordrhein-Westf.), Germany,51n28,  6e50",LMT m6e50 (is local mean time),Quoted BC/BR,AA,Gauquelin,03°12,16°14,29°17, Education 
"Wachowicz, Ewa",,F,19 October 1970 at 06:00(= 06:00 AM ),"Kleczany, Poland,49n43,  21e13",MET h1e (is standard time),Bio/autobiography,B,PTA,25°24,21°57,24°04, Beauty 
"Wachowski, Lilly",Andrew Paul Wachowski,MF,29 December 1967 at 03:00(= 03:00 AM ),"Chicago, Illinois,41n51,  87w39",CST h6w (is standard time),From memory,A,Scholfield,06°57,12°46,12°28, Entertain/Business 
"Wachowski, Lilly",Andrew Paul Wachowski,MF,29 December 1967 at 03:00(= 03:00 AM ),"Chicago, Illinois,41n51,  87w39",CST h6w (is standard time),From memory,A,Scholfield,06°57,12°46,12°28, Entertain/Business 
"Wachs, David V.",,M,26 April 1926,"Philadelphia, Pennsylvania,39n57,  75w10",EDT h4w (is daylight saving time),Date w/o time,X,Hewitt,,,,
"Wäckerle, Hyazinth",Joseph Fischer,M,16 May 1836 at 22:00(= 10:00 PM ),"Ziemetshausen, Germany,48n18,  10e31",LMT m10e31 (is local mean time),Quoted BC/BR,AA,Scholfield,25°58,10°13,25°55, Education 
"Wackford, Michael",,M,6 February 1953 at 12:14(= 12:14 PM ),"Shoreham-By-Sea, England,50n49,  0w16",GMT h0e (is standard time),Bio/autobiography,B,Astrodienst,17°26,09°45,22°01, Entertain/Music 
"Waclaw, Berent",,M,28 September 1873 at 21:00(= 9:00 PM ),"Warsaw, Poland,52n15,  21e0",LMT m21e0 (is local mean time),Bio/autobiography,B,PTA,05°44,25°49,26°56, Writers 
"Wad, Svend",,M,3 February 1928 at 21:15(= 9:15 PM ),"Bov, Denmark,54n50,  9e23",CET h1e (is standard time),BC/BR in hand,AA,Scholfield,13°46,18°53,27°14, Sports 
"Waddell, Bruce",Bruce Leonard Waddell,M,28 November 2001 at 12:03(= 12:03 PM ),"Toronto, Ontario (CAN),43n39,  79w23",EST h5w (is standard time),News report,A,Scholfield,06°32,10°31,15°29, Sports 
"Waddell, Gebre",Gebre E. Waddell,M,28 November 1981 at 10:17(= 10:17 AM ),"Memphis, Tennessee,35n09,  90w03",CST h6w (is standard time),News report,A,Scholfield,06°21,28°43,23°50, Business 
"Waddell, Tom",Tom Flubacher,M,1 November 1937 at 06:30(= 06:30 AM ),"Paterson, New Jersey,40n55,  74w10",EST h5w (is standard time),Bio/autobiography,B,Scholfield,08°38,19°38,08°18, Medical 
"Waddingham, Hannah",,F,28 July 1974 at 06:00(= 06:00 AM ),"London, England,51n30,  0w10",BST h1e (is daylight saving time),Rectified from approx. time,C,Scholfield,04°45,28°58,11°07, Entertainment 
"Wade, Billy",Billy Drew Wade,M,28 February 1930 at 10:30(= 10:30 AM ),"Newton, Texas,30n51,  93w45",CST h6w (is standard time),BC/BR in hand,AA,Scholfield,09°22,10°45,25°52, Sports 
"Wade, Bob",Robert Schrope Wade,M,6 January 1943 at 23:50(= 11:50 PM ),"Austin, Texas,30n16,  97w45",CWT h5w (is war time),Quoted BC/BR,AA,Gauquelin,16°01,25°39,21°52, Art 
"Wade, Graham",,M,18 January 1940 at 15:00(= 3:00 PM ),"Coventry, England,52n25,  1w30",GMT h0w (is standard time),From memory,A,Rodden,27°23,07°01,12°30, Writers 
"Wade, James",James E. Wade Jr.,M,15 August 1975 at 16:50(= 4:50 PM ),"Memphis, Tennessee,35n09,  90w03",CDT h5w (is daylight saving time),News report,A,Scholfield,22°26,14°43,03°06, Sports 
"Wade, Joseph M.",,M,7 March 1832 at 11:45(= 11:45 AM ),"Leeds, England,53n50,  1w35",LMT m1w35 (is local mean time),Orig source not known,C,Rodden,16°58,16°54,14°56, Business 
"Wade, Liane Thomas","Wood-Thomas, Liame Vivianne",F,15 May 1943 at 13:35(= 1:35 PM ),"Manhattan, New York,40n46,  73w59",EWT h4w (is war time),BC/BR in hand,AA,Rodden,24°00,01°31,08°07, Occult Fields 
"Wade, Paul M.",,M,23 May 1917 at 07:45(= 07:45 AM ),"Baltimore, Maryland,39n17,  76w37",EST h5w (is standard time),Bio/autobiography,B,Holden,01°48,01°32,14°01, Occult Fields 
"Wade, Rachel",Rachel Marie Wade,F,27 February 1990 at 08:27(= 08:27 AM ),"St.Petersburg, Florida,27n46,  82w41",EST h5w (is standard time),News report,A,Scholfield,08°42,07°59,08°43,
"Wade, Richard Clement",,M,14 July 1921 at 09:05(= 09:05 AM ),"Des Moines, Iowa,41n36,  93w37",CST h6w (is standard time),BC/BR in hand,AA,Scholfield,21°36,21°06,10°02, Humanities+Social Sciences 
"Wade, Shelley",Shelley Andrew Wade,F,20 December 1969 at 00:20(= 12:20 AM ),"Houston, Texas,29n46,  95w22",CST h6w (is standard time),From memory,A,Scholfield,28°12,18°58,28°31, Entertainment 
"Wade, Travis Aaron",,M,27 September 1975 at 11:51(= 11:51 AM ),"Los Angeles, California,34n03,  118w15",PDT h7w (is daylight saving time),From memory,A,Scholfield,04°02,25°32,06°52, Entertainment 
"Wade, Zaya",Zion Malachi Airamis Wade,MF,29 May 2007 at 21:45(= 9:45 PM ),"Chicago, Illinois,41n51,  87w39",CDT h5w (is daylight saving time),News report,A,Scholfield,08°21,16°42,28°10, Beauty 
"Wademant, Annette",,F,19 February 1928 at 19:45(= 7:45 PM ),"Uccle, Belgium,50n48,  4e19",GMT h0e (is standard time),Orig source not known,C,Lescaut,29°56,09°32,29°21, Writers 
"Wader, Hannes",Hans Eckard Wader,M,23 June 1942 at 06:00(= 06:00 AM ),"Bielefeld, Germany,52n01,  8e31",CEST h2e (is daylight saving time),Bio/autobiography,B,Astrodienst,01°04,17°19,11°08, Entertain/Music 
"Wadia, Dina",Dina Jinnah,F,15 August 1919 at 00:10(= 12:10 AM ),"London, England,51n30,  0w10",GDT h1e (is daylight saving time),Bio/autobiography,B,Scholfield,21°05,02°27,12°06,
"Wadiyar, Aadyaveer Narasimharaja",,M,6 December 2017 at 21:32(= 9:32 PM ),"Bangalore, India,12n59,  77e35",IST h5e30 (is standard time),News report,A,Astrodienst,14°43,27°11,05°51,
"Wadiyar, Narasimharaja",Kanteerava Narasimharaja Wadiyar,M,5 June 1888 at 08:00(= 08:00 AM ),"Mysore, India,12n18,  76e39",MMT m80e1730 (is standard time),News report,A,Scholfield,14°49,24°35,14°19, Sports 
"Wadiyar, Narasimharaja",Kanteerava Narasimharaja Wadiyar,M,5 June 1888 at 08:00(= 08:00 AM ),"Mysore, India,12n18,  76e39",MMT m80e1730 (is standard time),News report,A,Scholfield,14°49,24°35,14°19, Sports 
"Wadiyar, Yaduveer Krishnadatta Chamaraja",,M,24 March 1992,"Bangalore, India,12n59,  77e35",IST h5e30 (is standard time),Date w/o time,X,Treindl,,,,
"Wadkar, Avadhoot",,M,4 May 1972 at 14:31(= 2:31 PM ),"Mumbai, India,18n58,  72e50",IST h5e30 (is standard time),From memory,A,Seth,13°59,18°42,11°30, Entertain/Music 
"Wadkar, Suresh",Suresh Ishwar Wadkar,M,7 August 1955 at 08:25(= 08:25 AM ),"Kolhapur, India,16n42,  74e13",IST h5e30 (is standard time),From memory,A,Seth,13°51,23°18,13°29, Entertain/Music 
"Wadkins, Lanny",Jerry Lanston Wadkins,M,5 December 1949 at 23:28(= 11:28 PM ),"Richmond, Virginia,37n33,  77w28",EST h5w (is standard time),Quoted BC/BR,AA,CAH,13°44,20°02,08°56, Sports 
"Wadlow, Robert",Robert Pershing Wadlow,M,22 February 1918 at 06:30(= 06:30 AM ),"Alton, Illinois,38n53,  90w10",CST h6w (is standard time),From memory,A,Steinbrecher,03°05,25°44,26°07,
"Wadoux, Jean",Jean André Wadoux,M,29 January 1942 at 13:30(= 1:30 PM ),"St.Pol sur Ternoise, France,50n23,  2e20",CEST h2e (is daylight saving time),BC/BR in hand,AA,Geslain,08°57,05°47,01°57, Sports 
"Waechter, Antoine",Antoine François Paul Waechter,M,11 February 1949 at 05:20(= 05:20 AM ),"Mulhouse, France,47n45,  7e20",MET h1e (is standard time),BC/BR in hand,AA,Geslain,22°08,21°42,04°26, Politics 
"Waechter, Doug",Douglas Michael Waechter,M,28 January 1981 at 10:46(= 10:46 AM ),"St.Petersburg, Florida,27n46,  82w41",EST h5w (is standard time),News report,A,Scholfield,08°39,13°50,16°19, Sports 
"Waefelghem, Louis van",Ludovicus Joannes van Waefelghem,M,13 January 1840 at 13:00(= 1:00 PM ),"Bruges, Belgium,51n13,  3e14",LMT m3e14 (is local mean time),BC/BR in hand,AA,Scholfield,22°29,08°13,08°35, Education 
"Waehner, Karin",,F,12 March 1926 at 23:00(= 11:00 PM ),"Gleiwitz, Germany,50n18,  18e40",MET h1e (is standard time),Orig source not known,C,Lescaut,21°35,04°22,18°44, Entertain/Music 
"Waesch, Anna Afra",,F,10 April 1897 at 00:38(= 12:38 AM ),"Kassel, Germany,51n19,  9e29",MET h1e (is standard time),Rectified from approx. time,C,Holden,20°22,16°09,20°59, Occult Fields 
"Wafflard, Jean-Pierre","Wafflard, Jean-Pierre Thierry Emile",M,27 December 1968 at 20:10(= 8:10 PM ),"Saint-Josse-ten-Noode, Belgium,50n51,  4e22",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,06°07,19°56,16°18, Sports 
"Waga, Wladuslaw IV",,M,9 June 1595 (greg.) at 15:00(= 3:00 PM ),"Kraków, Poland,50n03,  19e58",LMT m19e58 (is local mean time),Bio/autobiography,B,PTA,17°57,07°08,23°09,
"Wagenaar, Bernard",Bernardus Wagenaar,M,18 July 1894 at 08:30(= 08:30 AM ),"Arnhem, Netherlands,51n59,  5e55",LST m4e53 (is standard time),BC/BR in hand,AA,Scholfield,25°38,00°15,12°16, Entertain/Music 
"Wagenaar, Johan",Johannes Wagenaar,M,1 November 1862 at 01:00(= 01:00 AM ),"Utrecht, Netherlands,52n06,  5e07",LMT m5e07 (is local mean time),BC/BR in hand,AA,Lescaut,08°22,03°58,05°36, Entertain/Music 
"Wagenaar, Johan",Johannes Wagenaar,M,1 November 1862 at 01:00(= 01:00 AM ),"Utrecht, Netherlands,52n06,  5e07",LMT m5e07 (is local mean time),BC/BR in hand,AA,Lescaut,08°22,03°58,05°36, Entertain/Music 
"Wagener, Oskar",,M,18 January 1878 at 12:45(= 12:45 PM ),"Bremen, Germany,53n04,  8e49",LMT m8e49 (is local mean time),BC/BR in hand,AA,Gauquelin,28°20,21°28,13°46, Education 
"Wagener, Otto",Wilhelm Heinrich Otto Wagener,M,29 April 1888 at 10:30(= 10:30 AM ),"Karlsruhe, Germany,49n03,  8e24",LMT m8e24 (is local mean time),BC/BR in hand,AA,Scholfield,09°29,23°55,05°59, Military 
"Wageningen, J.C. van",Johannes Cornelis van Wageningen,M,2 December 1895 at 00:33(= 12:33 AM ),"Utrecht, Netherlands,52n06,  5e07",LMT m5e07 (is local mean time),From memory,A,Rodden,09°36,06°19,22°12, Education 
"Wagenseil, Ferdinand",Fernando Wagenseil,M,5 September 1887 at 16:30(= 4:30 PM ),"Augsburg, Germany,48n23,  10e53",LMT m10e53 (is local mean time),Quoted BC/BR,AA,Scholfield,12°44,17°38,23°59, Medical 
"Wager, Clint",Clinton Belmar Wager,M,20 January 1920,"Winona, Minnesota,44n03,  91w38",CST h6w (is standard time),Date w/o time,X,Lehman,,,, Sports 
"Waggerl, Karl Heinrich",,M,10 December 1897 at 00:00(= 12:00 midnight ),"Bad Gastein, Austria,47n07,  13e09",CET h1e (is standard time),From memory,A,Barbault,18°12,26°22,20°25, Education 
"Waggershausen, Stefan",,M,20 February 1949 at 21:05(= 9:05 PM ),"Friedrichshafen, Germany,47n39,  9e28",MET h1e (is standard time),Quoted BC/BR,AA,Rodden,01°52,11°47,08°13, Entertain/Music 
"Wagle, Ivar",Ivar William Wagle,M,31 March 1914 at 01:45(= 01:45 AM ),"Oslo, Norway,59n55,  10e45",MET h1e (is standard time),BC/BR in hand,AA,Viktor,09°28,26°00,14°55, Military 
"Wagle, Tell Christian",,M,13 September 1919 at 04:00(= 04:00 AM ),"Oslo, Norway,59n55,  10e45",MET h1e (is standard time),BC/BR in hand,AA,Viktor,19°16,29°02,03°13, Military 
"Wagner, Adolph",,M,25 March 1835 at 23:45(= 11:45 PM ),"Erlangen, Germany,49n36,  11e01",LMT m11e01 (is local mean time),BC/BR in hand,AA,Müller,04°35,27°51,04°08, Business 
"Wagner, Aubrey Joseph",,M,12 January 1912 at 10:00(= 10:00 AM ),"Hillsboro, Wisconsin,43n39,  90w21",CST h6w (is standard time),Quoted BC/BR,AA,Gauquelin,21°07,06°41,12°26, Engineer 
"Wagner, Bernd",,M,30 July 1964 at 04:07(= 04:07 AM ),"Landshut, Germany,48n33,  12e09",CET h1e (is standard time),From memory,A,Taeger,06°58,11°26,29°18, Sports 
"Wagner, Bradford",Bradford Thomas Wagner,M,31 March 1968 at 16:14(= 4:14 PM ),"Bismarck, North Dakota,46n49,  100w47",CST h6w (is standard time),News report,A,Scholfield,11°15,14°02,09°13, Business/Marketing 
"Wagner, Bryan",Bryan J. Wagner,M,28 March 1962 at 22:15(= 10:15 PM ),"Escondido, California,33n07,  117w05",PST h8w (is standard time),News report,A,Scholfield,08°05,09°09,00°58, Education 
"Wagner, Bryan Matthew",,M,12 February 1992 at 17:05(= 5:05 PM ),"Cleveland, Ohio,41n30,  81w42",EST h5w (is standard time),News report,A,Rodden,23°27,09°07,14°29,
"Wagner, Christian",Christian Friedrich Wagner,M,5 August 1835 at 12:30(= 12:30 PM ),"Leonberg, Germany,48n48,  9e01",LMT m9e01 (is local mean time),BC/BR in hand,AA,Scholfield,12°17,00°56,06°51, Writers 
"Wagner, Cosima",Francesca Gaetana Cosima Liszt,F,24 December 1837 at 14:00(= 2:00 PM ),"Como, Italy,45n47,  9e05",LMT m9e05 (is local mean time),Bio/autobiography,B,Scholfield,02°37,23°03,26°20,
"Wagner, Courtney",Courtney Brooke Wagner,F,9 March 1974 at 18:38(= 6:38 PM ),"Los Angeles, California,34n03,  118w15",PDT h7w (is daylight saving time),BC/BR in hand,AA,Wilsons,19°06,11°06,16°12,
"Wagner, Dick",Richard Allen Wagner,M,14 December 1942 at 10:50(= 10:50 AM ),"Oelwein, Iowa,42n40,  91w55",CWT h5w (is war time),BC/BR in hand,AA,Scholfield,22°02,21°02,25°32, Entertainment 
"Wagner, Edgar R.",,M,9 August 1893 at 01:08(= 01:08 AM ),"Manchester, New Hampshire,43n0,  71w27",EST h5w (is standard time),From memory,A,Rodden,16°50,11°30,02°10, Business 
"Wagner, Edward A.",,M,15 November 1906 at 23:55(= 11:55 PM ),"Philadelphia, Pennsylvania,39n57,  75w10",EST h5w (is standard time),From memory,A,Rodden,22°56,20°45,00°30, Occult Fields 
"Wagner, Franz Josef",,M,7 August 1943 at 12:15(= 12:15 PM ),"Wien, Austria,48n1230,  16e2223",CEST h2e (is daylight saving time),From memory,A,Gregor,14°02,23°25,25°45, Writers 
"Wagner, George O.",George O. Wagner IV,M,12 April 1946 at 11:47(= 11:47 AM ),"Danville, Pennsylvania,40n58,  76w37",EST h5w (is standard time),News report,A,Scholfield,22°10,09°19,01°26, Politics 
"Wagner, Georges-Paul",Georges-Paul Marie Wagner,M,26 February 1921 at 22:30(= 10:30 PM ),"Paris, France,48n52,  2e20",GMT h0e (is standard time),BC/BR in hand,AA,Geslain,07°48,07°10,03°24, Law 
"Wagner, Gordon",Gordon Parsons Wagner,M,13 April 1915 at 23:30(= 11:30 PM ),"Los Angeles, California,34n03,  118w15",PST h8w (is standard time),BC/BR in hand,AA,Scholfield,23°17,21°23,28°43, Art 
"Wagner, Helen",Helen Lo See Wagner,F,3 September 1918 at 11:58(= 11:58 AM ),"Lubbock, Texas,33n35,  101w51",CWT h5w (is war time),BC/BR in hand,AA,Scholfield,10°22,20°49,07°29, Entertainment 
"Wagner, Herbert",Herbert Eduard Albert Wagner,M,19 January 1896 at 23:30(= 11:30 PM ),"Stuttgart, Germany,48n46,  9e11",CET h1e (is standard time),BC/BR in hand,AA,Scholfield,29°25,24°56,11°18, Military 
"Wagner, Hermann",Richard Hermann Wagner,M,24 April 1913 at 22:00(= 10:00 PM ),"Essen, Germany,51n28,  7e01",MET h1e (is standard time),Quoted BC/BR,AA,Gauquelin,04°03,25°10,29°18, Entertainment 
"Wagner, Honus",,M,24 February 1874,"Carnegie, Pennsylvania,40n25,  80w05",LMT m80w05 (is local mean time),Date w/o time,X,Starkman,,,, Sports 
"Wagner, Jack",Jack Francis Wagner,M,17 October 1925 at 06:45(= 06:45 AM ),"Los Angeles, California,34n03,  118w15",PST h8w (is standard time),BC/BR in hand,AA,Scholfield,23°42,22°00,02°19, Entertainment 
"Wagner, Julia",,F,15 February 1924 at 00:10(= 12:10 AM ),"Alexandria, Virginia,38n48,  77w03",EST h5w (is standard time),Rectified from approx. time,C,Rodden,25°16,21°13,13°36, Writers 
"Wagner, Jürgen",,M,9 September 1901 at 07:00(= 07:00 AM ),"Strasburg, Germany,53n30,  13e44",MET h1e (is standard time),Quoted BC/BR,AA,Steinbrecher,15°51,02°31,00°55, Military 
"Wagner, Karl Willy",,M,22 February 1883 at 09:00(= 09:00 AM ),"Friedrichsdorf, Germany,50n15,  8e38",LMT m8e38 (is local mean time),Quoted BC/BR,AA,Gauquelin,03°25,07°11,06°04, Engineer 
"Wagner, Kristina",Christina K. Crump,F,30 October 1962 at 21:57(= 9:57 PM ),"Indianapolis, Indiana,39n46,  86w09",EST h5w (is standard time),BC/BR in hand,AA,Przybylowski,07°12,05°57,15°51, Entertainment 
"Wagner, Lindsay",Lindsay Joan Wagner,F,22 June 1949 at 16:42(= 4:42 PM ),"Los Angeles, California,34n03,  118w15",PST h8w (is standard time),BC/BR in hand,AA,Wilsons,01°13,20°51,00°46, Beauty 
"Wagner, Lowell",Lowell Rhieland Wagner,M,21 August 1923 at 12:25(= 12:25 PM ),"Los Angeles, California,34n03,  118w15",PST h8w (is standard time),BC/BR in hand,AA,Scholfield,27°44,01°29,25°50, Sports 
"Wagner, Mark",Mark Duane Wagner,M,4 March 1954 at 01:25(= 01:25 AM ),"Conneaut, Ohio,41n57,  80w33",EST h5w (is standard time),BC/BR in hand,AA,Steinbrecher,13°09,01°09,08°02, Sports 
"Wagner, Martin",,M,5 November 1885 at 14:30(= 2:30 PM ),"Kaliningrad (Königsberg), Russian Federation,54n43,  20e30",LMT m20e30 (is local mean time),BC/BR in hand,AA,Scholfield,13°19,27°11,09°12, Building Trades 
"Wagner, Max",Sergius Maxwell Wagner,M,12 January 1902 at 03:00(= 03:00 AM ),"Torreón, Mexico,25n33,  103w26",LMT m103w26 (is local mean time),BC/BR in hand,AA,Scholfield,21°17,20°53,28°18, Education 
"Wagner, Paul (1967)","Wagner, Paul Alan",M,14 November 1967 at 07:35(= 07:35 AM ),"Milwaukee, Wisconsin,43n02,  87w54",CST h6w (is standard time),From memory,A,Rodden,21°29,22°59,00°45, Sports 
"Wagner, Paul (1899)",Paul Wilhelm Hubert Wagner,M,24 August 1899 at 11:30(= 11:30 AM ),"Köln, Germany,50n55,  6e57",MET h1e (is standard time),Quoted BC/BR,AA,Gauquelin,01°00,16°21,03°12, Entertainment 
"Wagner, Paul (1967)","Wagner, Paul Alan",M,14 November 1967 at 07:35(= 07:35 AM ),"Milwaukee, Wisconsin,43n02,  87w54",CST h6w (is standard time),From memory,A,Rodden,21°29,22°59,00°45, Sports 
"Wagner, Peter John",,M,4 September 1990 at 22:42(= 10:42 PM ),"Los Angeles, California,34n03,  118w15",PDT h7w (is daylight saving time),News report,A,Rodden,12°25,14°31,27°32,
"Wagner, René",René Alphonse Wagner,M,28 December 1907 at 01:00(= 01:00 AM ),"Nancy, France,48n41,  6e12",LST m2e2015 (is standard time),BC/BR in hand,AA,Geslain,05°08,05°57,17°39, Military 
"Wagner, René",René Alphonse Wagner,M,28 December 1907 at 01:00(= 01:00 AM ),"Nancy, France,48n41,  6e12",LST m2e2015 (is standard time),BC/BR in hand,AA,Geslain,05°08,05°57,17°39, Military 
"Wagner, Richard","Wagner, Wilhelm Richard",M,22 May 1813 at 04:00(= 04:00 AM ),"Leipzig, Germany,51n19,  12e20",LMT m12e20 (is local mean time),Rectified from approx. time,C,Rodden,00°35,16°05,28°21, Entertain/Music 
"Wagner, Robert","Robert John Wagner, Jr.",M,10 February 1930 at 01:45(= 01:45 AM ),"Detroit, Michigan,42n20,  83w03",EST h5w (is standard time),Quoted BC/BR,AA,Gauquelin,20°49,07°16,22°34, Entertainment 
"Wagner, Roger",,M,16 January 1914 at 22:30(= 10:30 PM ),"Le Puy, France,45n02,  3e53",GMT h0w (is standard time),BC/BR in hand,AA,Steinbrecher,25°59,28°35,05°14, Education 
"Wagner, Siegfried",,M,6 June 1869 at 04:00(= 04:00 AM ),"Lucerne, Switzerland,47n03,  8e18",BMT m7e2630 (is standard time),Quoted BC/BR,AA,Rodden,15°25,27°42,13°08, Entertain/Music 
"Wagner, Wieland",,M,5 January 1917 at 09:15(= 09:15 AM ),"Bayreuth, Germany,49n57,  11e35",MET h1e (is standard time),Quoted BC/BR,AA,Müller,14°27,11°38,02°15, Entertain/Music 
"Wagner, Wilhelm",,M,14 January 1848 at 13:00(= 1:00 PM ),"Wölfersheim-Berstadt, Germany,50n24,  8e49",LMT m8e49 (is local mean time),Quoted BC/BR,AA,Gauquelin,23°33,06°57,08°42, Medical 
"Wagner de Reyna, Alberto",,M,7 June 1915 at 07:15(= 07:15 AM ),"Lima, Peru,12s03,  77w03",EST h5w (is standard time),BC/BR in hand,AA,Castellanos,15°40,17°52,26°31, Humanities+Social Sciences 
